1	0.1	2.3558004617679
2	0.1	-0.123322176579539
3	0.1	-0.422389976502082
4	0.1	-0.481897860717702
5	0.1	-0.495135135750404
6	0.1	-0.498023340106847
7	0.1	-0.498616376925684
8	0.1	-0.498730787451351
9	0.1	-0.498751758763406
10	0.1	-0.498755453842507
11	0.1	-0.498756085324446
12	0.1	-0.49875619067432
13	0.1	-0.498756207910928
14	0.1	-0.49875621068614
15	0.1	-0.498756211126957
16	0.1	-0.49875621119619
17	0.1	-0.498756211206953
18	0.1	-0.498756211208585
19	0.1	-0.498756211208872
20	0.1	-0.498756211208902
