0	0	-2.5	0	0	2	0	0	0	0	5	0	-1.0001	5	0	0	0	0	0	
0.025	-0.00189181749046242	-2.49068995370002	0.0497088399306928	-0.00996924578319687	1.95347378672245	-0.246655973811076	0.019428333235509	-2.40182223508584E-05	-0.00188822584238844	4.99992967856416	-0.0624473043578797	-0.998123310772955	4.9996199415666	0.0497365320752335	-0.00981306497364462	0.000731665612577278	-1.02858348655056E-08	-7.03811615801454E-05	
0.05	-0.00379129796387953	-2.48052856075478	0.0985153191545581	-0.0198992382033643	1.90269738314322	-0.488790637617838	0.0388557280227619	-5.45793692924039E-05	-0.00378595815495267	4.99984717355109	-0.124769468657249	-0.995888129481931	4.99918017647606	0.0988478611396457	-0.0209064014689771	0.001583955768476	-5.17853398530849E-07	-0.000152951121369559	
0.075	-0.00570610440320602	-2.46866447451904	0.145517076964768	-0.0297507238974728	1.84342059896063	-0.721882681415973	0.0582812459135029	-9.82263654153235E-05	-0.00570270340786849	4.99974030138354	-0.186841352839599	-0.993135964062947	4.99862099807126	0.146708784182415	-0.0345602810076852	0.0026774950110176	-2.01998441979587E-06	-0.000259898677577508	
0.1	-0.00764389979139658	-2.45424634834754	0.189811752654496	-0.0394844495024929	1.771393243873	-0.941410795201168	0.0777039484594758	-0.000161502135310304	-0.00764796807131167	4.99959687848428	-0.248537816846419	-0.989608322452026	4.99788269969507	0.19269409819272	-0.0520549751114568	0.00413290788352352	-5.0139606274604E-06	-0.00040341262841326	
0.125	-0.0096123471114059	-2.43642283559502	0.230496985516913	-0.0490611616553953	1.68236512757865	-1.14285366896911	0.0971228972124248	-0.000250949603568033	-0.00963125861545803	4.99940472127607	-0.309733720619198	-0.985046712585187	4.99690557469035	0.23617860015974	-0.0746707553019797	0.00607081892931521	-9.99706375032428E-06	-0.000595681772086085	
0.15	-0.0116173461057988	-2.41463853821815	0.266864945539982	-0.0584504942276178	1.57356551078485	-1.32266332107604	0.116537224756612	-0.000372819694100736	-0.0116614066238735	4.99915392699463	-0.370322271758596	-0.979263464008142	4.99564265401834	0.27662892655525	-0.103335929116174	0.00858771100852483	-1.75677622713476E-05	-0.000846750843116459	
0.175	-0.013657743555581	-2.38952185258129	0.298985925490819	-0.0676576300284686	1.44814145823456	-1.48118508332041	0.135946347806373	-0.000532195328106794	-0.0137445441336845	4.99884371612755	-0.430270068501944	-0.972354192705369	4.99409791911373	0.313879071781412	-0.137570948151886	0.0116835002485274	-2.87292716901311E-05	-0.00115808832126971	
0.2	-0.0157306230013679	-2.36199712365072	0.327124748831332	-0.0766966391017229	1.31071948567971	-1.61973761586125	0.155349754108562	-0.000733867426106125	-0.0158861282954078	4.99847558997538	-0.489562056745745	-0.964485336271036	4.99228808902958	0.347854869722984	-0.176544300022197	0.0153339610935087	-4.45859942604359E-05	-0.00152901862262237	
0.225	-0.0178330679837755	-2.33298869639272	0.351546239023425	-0.0855815914911563	1.16592610887222	-1.73963957885757	0.174746931410034	-0.000982626908618649	-0.0180916162595601	4.99805104983868	-0.548183182386498	-0.955823332299313	4.99022988281896	0.378482154264725	-0.219424472340185	0.0195148679876545	-6.6242332236023E-05	-0.00195886616325098	
