0	0.466203685	0.43236573	0	-0.93240737	-0.86473146	0	0.466203685	0.43236573	0	-0.97000436	0.24308753	0	0	0	0	0.97000436	-0.24308753	0	
0.25	0.814881190024604	0.261041738611076	0	-1.0248473575484	-0.728177747502696	0	0.209966167523796	0.46713600889162	0	-0.812074468742229	0.335409696281573	0	-0.241367349676973	-0.205738081895548	0	1.0534418184192	-0.129671614386025	0	
0.5	1.06710546749297	-0.172312558698983	0	-1.08625282091665	-0.294188404796522	0	0.0191473534236777	0.466500963495505	0	-0.570197593804857	0.347876621755212	0	-0.510373443267659	-0.33527097187347	0	1.08057103707252	-0.0126056498817416	0	
0.75	1.05601996692501	-0.658791594104911	0	-0.89087699025615	0.191569144620233	0	-0.165142976668863	0.467222449484678	0	-0.29797507361438	0.242838222364787	0	-0.765092517738586	-0.346959602854993	0	1.06306759135297	0.104121380490206	0	
1	0.939751961454786	-0.861501787602619	0	-0.540743585489651	0.413477339734235	0	-0.399008375965135	0.448024447868384	0	-0.052626017134154	0.0474623512185171	0	-0.941394000799529	-0.266484826581123	0	0.994020017933683	0.219022475362606	0	
1.25	0.993144723516315	-0.784191864838963	0	-0.251460291418142	0.466676389773929	0	-0.741684432098173	0.317515475065034	0	0.185712359552508	-0.166565537892452	0	-1.03878880961451	-0.153360168746492	0	0.853076450061999	0.319925706638944	0	
1.5	1.08383127429557	-0.41175308169511	0	-0.0541009870848681	0.468426513556606	0	-1.0297302872107	-0.0566734318614964	0	0.447126619235412	-0.318222068989231	0	-1.07590061103899	-0.0366375474665485	0	0.628773991803578	0.354859616455779	0	
1.75	0.954764535948621	0.0965013769814878	0	0.128739503401076	0.468323750281717	0	-1.0835040393497	-0.564825127263205	0	0.710707478300531	-0.358177316592398	0	-1.06674560603723	0.0805848257810837	0	0.3560381277367	0.277592490811315	0	
2	0.617891075229642	0.3765803677716	0	0.347749520725224	0.457267454197177	0	-0.965640595954866	-0.833847821968776	0	0.905460870929832	-0.294233224151845	0	-1.00855023108611	0.196661877242934	0	0.103089360156274	0.0975713469089103	0	
2.25	0.304429753741755	0.459887998194214	0	0.675615455850312	0.36309578974308	0	-0.980045209592067	-0.822983787937293	0	1.01928059976266	-0.185424724677261	0	-0.882809662837919	0.303354836281642	0	-0.136470936924738	-0.11793011160438	0	
