20 0.02
25 0.02
30 0.02
35 0.02
40 0.02
45 0.02
50 0.02
55 0.02
60 0.02
65 0.02
70 0.02
75 0.02
80 0.02
85 0.02
90 0.02
95 0.02
100 0.02
105 0.02
110 0.02
115 0.02
120 0.02
125 0.02
130 0.02
135 0.02
140 0.02
145 0.02
150 0.02
155 0.02
160 0.02
165 0.03
170 0.02
175 0.02
180 0.02
185 0.03
190 0.03
195 0.03
200 0.03
205 0.03
210 0.03
215 0.03
220 0.04
225 0.04
230 0.04
235 0.04
240 0.04
245 0.04
250 0.04
255 0.04
260 0.04
265 0.04
270 0.05
275 0.04
280 0.04
285 0.05
290 0.05
295 0.05
300 0.05
305 0.06
310 0.06
315 0.06
320 0.06
325 0.06
330 0.06
335 0.07
340 0.07
345 0.07
350 0.07
355 0.08
360 0.08
365 0.08
370 0.09
375 0.09
380 0.11
385 0.09
390 0.10
395 0.09
400 0.10
405 0.11
410 0.10
415 0.14
420 0.15
425 0.16
430 0.16
435 0.16
440 0.17
445 0.17
450 0.17
455 0.19
460 0.19
465 0.20
470 0.20
475 0.21
480 0.21
485 0.23
490 0.23
495 0.23
500 0.25
505 0.24
510 0.25
515 0.27
520 0.27
525 0.26
530 0.28
535 0.30
540 0.29
545 0.30
550 0.34
555 0.32
560 0.31
565 0.34
570 0.33
575 0.34
580 0.35
585 0.35
590 0.40
595 0.42
600 0.40
20 0.02
25 0.02
30 0.02
35 0.02
40 0.02
45 0.02
50 0.02
55 0.02
60 0.02
65 0.02
70 0.02
75 0.02
80 0.02
85 0.02
90 0.02
95 0.02
100 0.02
105 0.02
110 0.02
115 0.02
120 0.02
125 0.02
130 0.02
135 0.02
140 0.02
145 0.02
150 0.02
155 0.03
160 0.03
165 0.02
170 0.03
175 0.03
180 0.03
185 0.03
190 0.03
195 0.03
200 0.03
205 0.03
210 0.03
215 0.03
220 0.04
225 0.04
230 0.04
235 0.04
240 0.04
245 0.04
250 0.04
255 0.04
260 0.04
265 0.04
270 0.04
275 0.04
280 0.05
285 0.05
290 0.05
295 0.05
300 0.06
305 0.06
310 0.05
315 0.06
320 0.06
325 0.07
330 0.07
335 0.07
340 0.07
345 0.07
350 0.07
355 0.08
360 0.08
365 0.08
370 0.08
375 0.08
380 0.11
385 0.09
390 0.09
395 0.10
400 0.10
405 0.11
410 0.11
415 0.15
420 0.15
425 0.16
430 0.16
435 0.17
440 0.17
445 0.17
450 0.19
455 0.18
460 0.20
465 0.20
470 0.20
475 0.21
480 0.22
485 0.23
490 0.22
495 0.24
500 0.23
505 0.25
510 0.25
515 0.25
520 0.27
525 0.28
530 0.29
535 0.28
540 0.28
545 0.31
550 0.30
555 0.30
560 0.33
565 0.33
570 0.35
575 0.36
580 0.37
585 0.38
590 0.37
595 0.39
600 0.42
