acc,eps,E0
0.0001,0.0001,-0.501840021554737
0.0001,0.000125892541179417,-0.501838785455342
0.0001,0.000158489319246111,-0.501837674163347
0.0001,0.000199526231496888,-0.501836499196003
0.0001,0.000251188643150958,-0.501835254663638
0.0001,0.000316227766016838,-0.501833865463481
0.0001,0.000398107170553497,-0.50183220613523
0.0001,0.000501187233627273,-0.5018302590361
0.0001,0.000630957344480193,-0.501826172514431
0.0001,0.000794328234724281,-0.501822143834752
0.0001,0.001,-0.501817807871537
0.0001,0.00125892541179417,-0.50181261752012
0.0001,0.00158489319246111,-0.501806173419679
0.0001,0.00199526231496888,-0.501795710511367
0.0001,0.00251188643150958,-0.501784400690687
0.0001,0.00316227766016838,-0.501771750482607
0.0001,0.00398107170553497,-0.501759422473491
0.0001,0.00501187233627272,-0.50174540692101
0.0001,0.00630957344480193,-0.501726099703365
0.0001,0.00794328234724281,-0.501701222969625
0.0001,0.01,-0.501670765515524
0.0001,0.0125892541179417,-0.501633499956535
0.0001,0.0158489319246111,-0.501588860457472
0.0001,0.0199526231496888,-0.501544556437234
0.0001,0.0251188643150958,-0.501513079993967
0.0001,0.0316227766016838,-0.501474160682909
0.0001,0.0398107170553497,-0.501425695216494
0.0001,0.0501187233627272,-0.501360402746824
0.0001,0.0630957344480193,-0.501283719258016
0.0001,0.0794328234724281,-0.501310621380062
0.0001,0.1,-0.501348183821818
0.0001,0.125892541179417,-0.501378280926065
0.0001,0.158489319246111,-0.501378759348868
0.0001,0.199526231496888,-0.50137606472564
0.0001,0.251188643150958,-0.501376994847335
0.0001,0.316227766016838,-0.501376120236588
0.0001,0.398107170553497,-0.501374299675032
0.0001,0.501187233627272,-0.501374016991314
0.0001,0.630957344480193,-0.501378302235567
0.0001,0.794328234724281,-0.501387319837581
0.0001,1,-0.501396333203874

0.000125892541179417,0.0001,-0.50183772540014
0.000125892541179417,0.000125892541179417,-0.501836961999245
0.000125892541179417,0.000158489319246111,-0.501836118688673
0.000125892541179417,0.000199526231496888,-0.501835196717607
0.000125892541179417,0.000251188643150958,-0.501834127292289
0.000125892541179417,0.000316227766016838,-0.501832810589022
0.000125892541179417,0.000398107170553497,-0.50183125692272
0.000125892541179417,0.000501187233627273,-0.501828345339846
0.000125892541179417,0.000630957344480193,-0.501824788436005
0.000125892541179417,0.000794328234724281,-0.501820958629964
0.000125892541179417,0.001,-0.501816746221429
0.000125892541179417,0.00125892541179417,-0.501811575637246
0.000125892541179417,0.00158489319246111,-0.501805217129493
0.000125892541179417,0.00199526231496888,-0.501794501336229
0.000125892541179417,0.00251188643150958,-0.501783350496902
0.000125892541179417,0.00316227766016838,-0.501770758432901
0.000125892541179417,0.00398107170553497,-0.50175865100144
0.000125892541179417,0.00501187233627272,-0.501744659400458
0.000125892541179417,0.00630957344480193,-0.501725368386352
0.000125892541179417,0.00794328234724281,-0.501700433672882
0.000125892541179417,0.01,-0.501669954191138
0.000125892541179417,0.0125892541179417,-0.501632692269828
0.000125892541179417,0.0158489319246111,-0.501588095274545
0.000125892541179417,0.0199526231496888,-0.501544209139507
0.000125892541179417,0.0251188643150958,-0.501512741327306
0.000125892541179417,0.0316227766016838,-0.50147382315599
0.000125892541179417,0.0398107170553497,-0.501425361477604
0.000125892541179417,0.0501187233627272,-0.501360183326754
0.000125892541179417,0.0630957344480193,-0.501283994629081
0.000125892541179417,0.0794328234724281,-0.501310886935408
0.000125892541179417,0.1,-0.501348431439228
0.000125892541179417,0.125892541179417,-0.501378359767663
0.000125892541179417,0.158489319246111,-0.50137875593613
0.000125892541179417,0.199526231496888,-0.5013760800838
0.000125892541179417,0.251188643150958,-0.501377055477518
0.000125892541179417,0.316227766016838,-0.501376163394185
0.000125892541179417,0.398107170553497,-0.501374352778277
0.000125892541179417,0.501187233627272,-0.501374074079097
0.000125892541179417,0.630957344480193,-0.501378365139131
0.000125892541179417,0.794328234724281,-0.501387363873247
0.000125892541179417,1,-0.501396334598267

0.000158489319246111,0.0001,-0.501835859844368
0.000158489319246111,0.000125892541179417,-0.501835307950865
0.000158489319246111,0.000158489319246111,-0.501834639605514
0.000158489319246111,0.000199526231496888,-0.501833820360944
0.000158489319246111,0.000251188643150958,-0.50183282156399
0.000158489319246111,0.000316227766016838,-0.501831637256293
0.000158489319246111,0.000398107170553497,-0.50182952116862
0.000158489319246111,0.000501187233627273,-0.501826378834961
0.000158489319246111,0.000630957344480193,-0.501823090339069
0.000158489319246111,0.000794328234724281,-0.50181952217115
0.000158489319246111,0.001,-0.501815400309136
0.000158489319246111,0.00125892541179417,-0.501810295043409
0.000158489319246111,0.00158489319246111,-0.501802951304894
0.000158489319246111,0.00199526231496888,-0.501793029810886
0.000158489319246111,0.00251188643150958,-0.501781946471167
0.000158489319246111,0.00316227766016838,-0.50176955315237
0.000158489319246111,0.00398107170553497,-0.50175768671982
0.000158489319246111,0.00501187233627272,-0.501743784090039
0.000158489319246111,0.00630957344480193,-0.501724402648001
0.000158489319246111,0.00794328234724281,-0.501699437019721
0.000158489319246111,0.01,-0.501668932054344
0.000158489319246111,0.0125892541179417,-0.501631675502399
0.000158489319246111,0.0158489319246111,-0.5015871344686
0.000158489319246111,0.0199526231496888,-0.501543775300062
0.000158489319246111,0.0251188643150958,-0.501512315625202
0.000158489319246111,0.0316227766016838,-0.501473409560172
0.000158489319246111,0.0398107170553497,-0.501424929890369
0.000158489319246111,0.0501187233627272,-0.501359894518963
0.000158489319246111,0.0630957344480193,-0.501284341048222
0.000158489319246111,0.0794328234724281,-0.501311221055231
0.000158489319246111,0.1,-0.501348743381835
0.000158489319246111,0.125892541179417,-0.501378459030326
0.000158489319246111,0.158489319246111,-0.501378752704164
0.000158489319246111,0.199526231496888,-0.501376100063898
0.000158489319246111,0.251188643150958,-0.501377132416579
0.000158489319246111,0.316227766016838,-0.501376220182738
0.000158489319246111,0.398107170553497,-0.501374419905286
0.000158489319246111,0.501187233627272,-0.501374146351024
0.000158489319246111,0.630957344480193,-0.501378444283779
0.000158489319246111,0.794328234724281,-0.501387421144179
0.000158489319246111,1,-0.501396336474259

0.000199526231496888,0.0001,-0.501834132906804
0.000199526231496888,0.000125892541179417,-0.501833646064512
0.000199526231496888,0.000158489319246111,-0.501833048959743
0.000199526231496888,0.000199526231496888,-0.501832330161233
0.000199526231496888,0.000251188643150958,-0.501831564361973
0.000199526231496888,0.000316227766016838,-0.501829328245536
0.000199526231496888,0.000398107170553497,-0.501826793448228
0.000199526231496888,0.000501187233627273,-0.501824061107201
0.000199526231496888,0.000630957344480193,-0.501821094625603
0.000199526231496888,0.000794328234724281,-0.501817794159476
0.000199526231496888,0.001,-0.501813751790568
0.000199526231496888,0.00125892541179417,-0.501808730668148
0.000199526231496888,0.00158489319246111,-0.501800932815852
0.000199526231496888,0.00199526231496888,-0.501791156694158
0.000199526231496888,0.00251188643150958,-0.50178026473669
0.000199526231496888,0.00316227766016838,-0.501767994436708
0.000199526231496888,0.00398107170553497,-0.501756479956723
0.000199526231496888,0.00501187233627272,-0.501742601737932
0.000199526231496888,0.00630957344480193,-0.501723177329306
0.000199526231496888,0.00794328234724281,-0.501698178108533
0.000199526231496888,0.01,-0.501667642965739
0.000199526231496888,0.0125892541179417,-0.501630395293221
0.000199526231496888,0.0158489319246111,-0.501585928565475
0.000199526231496888,0.0199526231496888,-0.50154323268799
